reporting_dt,application_id,predict_proba_0,predict_proba_1
2023-09-03,52741655,0.7838606721118939,0.21613932788810603
2023-08-18,52281784,0.7014698736681639,0.29853012633183607
2023-09-09,52911722,0.7104262717021701,0.28957372829782996
2023-09-04,52793483,0.8045794432863929,0.1954205567136071
2023-08-06,52001612,0.6905585864570959,0.3094414135429041
2023-08-31,52671387,0.8888749870063744,0.11112501299362565
2023-08-18,52307557,0.8344431267163557,0.16555687328364435
2023-09-12,53004134,0.8870255727358558,0.11297442726414418
2023-09-07,52853319,0.8569476024707242,0.1430523975292758
2023-09-05,52807051,0.6261489284395841,0.37385107156041586
2023-08-05,51957271,0.8295002497376324,0.17049975026236766
2023-09-09,52912788,0.8564254996348245,0.14357450036517547
2023-08-26,52510185,0.6329886563379122,0.36701134366208776
2023-08-31,52664385,0.8860018726151717,0.11399812738482831
2023-09-04,52791861,0.7485491320806184,0.2514508679193816
2023-08-19,52333007,0.7707171656779521,0.22928283432204782
2023-09-16,53120652,0.7460560865135958,0.2539439134864042
2023-09-17,53134182,0.806111348665427,0.19388865133457303
2023-09-11,52969843,0.7872201888904452,0.21277981110955482
2023-08-23,52444769,0.8785343034269903,0.12146569657300967
2023-09-05,52498285,0.7294636659119863,0.2705363340880137
2023-07-20,51547305,0.7509297055229788,0.2490702944770212
2023-09-02,52719007,0.7423911927882771,0.2576088072117229
2023-08-23,52444510,0.8974062363093186,0.10259376369068136
2023-07-28,51769616,0.8597451854226015,0.14025481457739855
2023-08-25,52494665,0.8538638866600881,0.14613611333991194
2023-07-25,51687503,0.6694371375457574,0.3305628624542426
2023-09-07,52868596,0.7637716636769422,0.23622833632305784
2023-08-07,52013469,0.7738254290975977,0.22617457090240234
2023-08-06,51992955,0.8424204682059592,0.15757953179404086
2023-09-12,53012384,0.8551105958666307,0.1448894041333692
2023-09-14,53046549,0.5453582702554162,0.45464172974458383
2023-08-24,52464272,0.8008461056500943,0.19915389434990574
2023-07-31,51846080,0.8103054737410058,0.1896945262589942
2023-08-09,52052387,0.7551790182151621,0.24482098178483788
2023-09-05,52817093,0.8492787480870755,0.15072125191292451
2023-09-13,53038805,0.6511582663342128,0.34884173366578725
2023-09-10,52950663,0.7786321262594793,0.22136787374052075
2023-08-16,52245343,0.8033418779245384,0.19665812207546166
2023-08-13,52175285,0.9080125660732505,0.09198743392674952
2023-08-31,52673022,0.7304751045185994,0.2695248954814006
2023-08-19,52314098,0.707434194522791,0.292565805477209
2023-08-06,51983125,0.8374772497023897,0.16252275029761026
2023-07-23,51626313,0.5506180642315612,0.4493819357684387
2023-09-02,52722324,0.8129905687141085,0.18700943128589156
2023-08-31,52675700,0.8752358650622639,0.12476413493773608
2023-09-03,52745289,0.8487922347806572,0.15120776521934273
2023-07-25,51685392,0.6936886107247497,0.3063113892752502
2023-07-29,51782118,0.8991636484393142,0.10083635156068584
2023-09-09,52928282,0.8115548992217426,0.1884451007782574
2023-09-07,52853679,0.5659813761772441,0.43401862382275597
2023-08-20,52343808,0.6938777598832628,0.30612224011673717
2023-08-23,52416750,0.8115698252791153,0.18843017472088475
2023-08-30,52634110,0.5454060065545225,0.45459399344547746
2023-08-30,52638754,0.8005503526477994,0.19944964735220058
2023-07-29,51790656,0.8258136006933595,0.1741863993066405
2023-08-28,52578455,0.7788597084677519,0.22114029153224812
2023-08-19,52331613,0.8697350202571694,0.1302649797428306
2023-08-23,52430406,0.7718900166482714,0.22810998335172866
2023-08-12,52139958,0.6352146230447664,0.36478537695523355
2023-09-02,52714812,0.7328964758843747,0.2671035241156253
2023-08-29,52620917,0.7952306836968385,0.20476931630316156
2023-08-25,52488857,0.7063256202331686,0.2936743797668314
2023-08-18,52282200,0.8688685790065878,0.13113142099341227
2023-09-05,52796870,0.6868540874051164,0.31314591259488356
2023-08-29,52608170,0.8278785184542765,0.17212148154572346
2023-09-01,52666906,0.7080143426136811,0.2919856573863188
2023-08-28,52585304,0.8358578464151084,0.1641421535848916
2023-09-12,52989210,0.8484610433276241,0.1515389566723759
2023-09-02,52731213,0.8990797851132009,0.10092021488679914
2023-08-29,52599741,0.839762348070273,0.16023765192972703
2023-09-07,52865643,0.8447938451154966,0.15520615488450343
2023-08-14,52178251,0.782401693871347,0.2175983061286531
2023-08-22,52412304,0.8587457825819388,0.1412542174180612
2023-09-16,53110139,0.8431683194595492,0.15683168054045077
2023-07-24,51660230,0.8097628256630336,0.1902371743369664
2023-08-23,52440100,0.7938464704808862,0.2061535295191138
2023-08-27,52552855,0.8667320811983933,0.13326791880160668
2023-08-28,52581272,0.8582220429091513,0.14177795709084876
2023-08-30,52649449,0.4756858841352035,0.5243141158647965
2023-09-03,52752856,0.8726511787153625,0.1273488212846375
2023-08-23,52426752,0.726984870967097,0.27301512903290304
2023-08-28,52590652,0.8846163298080639,0.11538367019193609
2023-08-16,52251486,0.7305563246845891,0.2694436753154109
2023-08-25,52491815,0.7804761066722794,0.21952389332772054
2023-08-29,52601334,0.9092069946089012,0.09079300539109883
2023-08-19,52318115,0.7081342879212302,0.2918657120787698
2023-08-12,52136973,0.842041981068878,0.157958018931122
2023-09-02,52734236,0.798832909231126,0.20116709076887399
2023-08-10,52091507,0.7171110417592651,0.2828889582407349
2023-08-17,52276423,0.8978967712483982,0.10210322875160181
2023-08-27,52550332,0.8901453189404314,0.10985468105956864
2023-07-31,51838473,0.7068438806951984,0.29315611930480157
2023-08-01,51852854,0.7514101565215556,0.24858984347844437
2023-09-12,52998722,0.6596958317639132,0.34030416823608683
2023-09-01,52680523,0.8847679217334357,0.11523207826656437
2023-08-21,52376373,0.8498957561410783,0.15010424385892177
2023-09-13,53033012,0.7667315686748785,0.23326843132512154
2023-08-01,51863481,0.753835847466405,0.246164152533595
2023-08-19,52323490,0.8454552202672736,0.1545447797327264
2023-08-16,52230305,0.8755632375202371,0.12443676247976283
2023-08-23,52426812,0.659390379092569,0.34060962090743097
2023-08-17,52256308,0.7977251320708925,0.2022748679291076
2023-08-03,51922268,0.9155851156172344,0.0844148843827656
2023-08-31,52613465,0.717439393930108,0.2825606060698919
2023-07-28,51761540,0.7306134097094619,0.2693865902905381
2023-07-25,51668561,0.7984525678269144,0.20154743217308554
2023-08-04,51932631,0.7115595884099815,0.2884404115900186
2023-08-28,52585452,0.7909153865957583,0.20908461340424164
2023-07-29,51788145,0.8616282697582778,0.13837173024172217
2023-08-10,52076912,0.5672214767610728,0.4327785232389272
2023-08-27,52536920,0.9104560296692363,0.0895439703307637
2023-09-16,53124022,0.8393845135675557,0.16061548643244428
2023-08-25,52488642,0.7228917598211684,0.2771082401788316
2023-08-30,52644987,0.8682498951438796,0.13175010485612038
2023-08-23,52422648,0.6660944328259735,0.33390556717402653
2023-09-01,52704826,0.815207111638654,0.18479288836134597
2023-08-12,52150271,0.67152124508923,0.32847875491077005
2023-09-13,53040868,0.8682434913860054,0.1317565086139946
2023-09-04,52769035,0.727950519662898,0.27204948033710197
2023-09-04,52789631,0.7905390370502009,0.2094609629497991
2023-08-11,52109634,0.710670667144145,0.2893293328558551
2023-08-19,52312221,0.8919931601599875,0.1080068398400125
2023-09-04,52792945,0.7419403427707518,0.2580596572292482
2023-09-09,52908853,0.7306269468298671,0.26937305317013294
2023-08-04,51939631,0.9007052411802745,0.0992947588197255
2023-08-30,52635021,0.7692344044780844,0.23076559552191556
2023-08-06,51984712,0.9227047005089839,0.07729529949101606
2023-09-04,52793192,0.8500647530189811,0.14993524698101887
2023-08-27,52544073,0.6970016584507348,0.30299834154926514
2023-07-31,51839761,0.8252934052726664,0.17470659472733369
2023-09-04,52773808,0.8343234508672903,0.1656765491327097
2023-08-27,52556183,0.703582555231084,0.29641744476891596
2023-09-08,52888493,0.9217012916959525,0.07829870830404753
2023-08-15,52218445,0.6827812442822823,0.3172187557177177
2023-08-27,52554826,0.80015133269956,0.19984866730044007
2023-08-31,52666106,0.777339648408535,0.22266035159146505
2023-07-24,51660893,0.8324319229234637,0.16756807707653634
2023-08-18,52308597,0.7778635782135225,0.22213642178647752
2023-09-14,53053196,0.7381489368005192,0.26185106319948087
2023-08-15,52209579,0.8452558683727122,0.15474413162728787
2023-08-06,51982018,0.9025537901115768,0.0974462098884232
2023-08-21,52372648,0.8042970404110876,0.19570295958891235
2023-07-21,51589855,0.9299139905504172,0.07008600944958279
2023-08-20,52336732,0.8231159920999433,0.17688400790005662
2023-08-05,51972417,0.8863661610471841,0.11363383895281587
2023-09-05,52805326,0.7813485139244725,0.2186514860755276
2023-08-02,51884845,0.8478339249905542,0.15216607500944584
2023-08-24,52459184,0.7285786779148333,0.2714213220851667
2023-08-24,52384181,0.8528202693577253,0.14717973064227474
2023-07-25,51675020,0.9108045250972694,0.08919547490273065
2023-09-06,52833002,0.687529438719019,0.3124705612809811
2023-08-05,51977404,0.7474358782828028,0.25256412171719717
2023-08-09,52069536,0.7162295926688055,0.2837704073311945
2023-08-22,52411467,0.8111485740495645,0.18885142595043544
2023-08-25,52500863,0.6810850420067256,0.3189149579932744
2023-08-28,52571852,0.8438052340328572,0.15619476596714274
2023-07-31,51838032,0.7239799898491256,0.2760200101508744
2023-09-09,52919130,0.7746378461884877,0.2253621538115122
2023-08-12,52137634,0.7171110417592651,0.2828889582407349
2023-09-08,52897236,0.5091280271126029,0.4908719728873972
2023-08-06,51990628,0.7376431413474427,0.26235685865255726
2023-08-07,52027385,0.9031483001550958,0.09685169984490416
2023-07-22,51595760,0.8426134260452934,0.15738657395470657
2023-08-16,52236937,0.7929815897277463,0.2070184102722536
2023-07-23,51623698,0.9047269566783437,0.09527304332165629
2023-07-21,51579908,0.8956616786665135,0.1043383213334865
2023-09-02,52732131,0.7796639956129351,0.2203360043870649
2023-07-21,51566850,0.7497000269439937,0.25029997305600626
2023-07-26,51702291,0.7211052123068481,0.2788947876931519
2023-07-31,51815904,0.8828731913587211,0.11712680864127893
2023-08-16,52236306,0.676793416365526,0.3232065836344739
2023-08-30,52624664,0.7177172642901912,0.28228273570980883
2023-08-15,52205210,0.7988112082776984,0.2011887917223016
2023-08-16,52238710,0.7252534354251314,0.2747465645748685
2023-09-07,52857764,0.7254629834552854,0.27453701654471463
2023-09-13,53032265,0.8592667219393195,0.1407332780606805
2023-09-14,53067661,0.8340280853254907,0.16597191467450934
2023-08-16,52244674,0.7564866710452797,0.24351332895472033
2023-07-21,51590327,0.8970084936851336,0.10299150631486646
2023-08-25,52487372,0.8563152532365303,0.1436847467634697
2023-08-23,52419011,0.8486484549452812,0.1513515450547188
2023-08-06,51980043,0.8335565290439363,0.1664434709560637
2023-08-02,51887796,0.8227694825105705,0.17723051748942947
2023-09-11,52985427,0.8710908503050838,0.12890914969491613
2023-07-30,51802542,0.7211749054522194,0.27882509454778054
2023-08-30,52647849,0.7974665103836251,0.20253348961637482
2023-08-19,52310837,0.901746071691967,0.09825392830803305
2023-07-31,51841906,0.713615004971768,0.286384995028232
2023-08-15,52203314,0.821109525899686,0.17889047410031397
2023-09-03,52764463,0.8302423671076118,0.16975763289238818
2023-08-29,52612802,0.8616461086507265,0.1383538913492734
2023-08-09,52065664,0.8855095118756101,0.11449048812438992
2023-07-24,51653666,0.7420838045917812,0.2579161954082188
2023-08-13,51901913,0.8322068893853161,0.16779311061468394
2023-09-08,52876485,0.8449395359217295,0.1550604640782704
2023-08-14,52176293,0.7952401006827143,0.2047598993172857
2023-07-29,51777076,0.8990110469094614,0.10098895309053857
2023-09-05,52800842,0.7860413602802458,0.2139586397197542
2023-09-16,53112621,0.9056108975089644,0.09438910249103559
2023-07-24,51656658,0.8952258942122779,0.10477410578772202
2023-08-26,52511227,0.7734432971327121,0.22655670286728796
2023-09-02,52720696,0.9068050945375302,0.0931949054624698
2023-09-02,52734100,0.7063256202331686,0.2936743797668314
2023-08-17,52259146,0.896635391326456,0.10336460867354405
2023-08-20,52354614,0.8129436130169073,0.18705638698309265
2023-08-05,51972014,0.7666154163522838,0.23338458364771617
2023-09-16,53116616,0.8804753513806381,0.11952464861936186
2023-09-11,52965571,0.8281699804261977,0.1718300195738023
2023-09-07,52848811,0.8127101581557448,0.1872898418442553
2023-08-14,52178567,0.822178597636241,0.17782140236375898
2023-08-23,52437310,0.8604804252141905,0.13951957478580948
2023-07-25,51689555,0.8967975369877166,0.10320246301228336
2023-08-08,52051354,0.7713903186850387,0.22860968131496132
2023-08-21,52379227,0.7616536020224712,0.23834639797752877
2023-09-08,52902511,0.7654687489997106,0.2345312510002894
2023-09-04,52767891,0.8003648247098413,0.19963517529015876
2023-08-28,52577122,0.8094390544332288,0.1905609455667711
2023-07-29,51780569,0.8364921328834338,0.1635078671165662
2023-09-17,53136606,0.8275015359165236,0.1724984640834764
2023-08-08,52045577,0.6820040860496834,0.3179959139503166
2023-08-31,52663728,0.6799483851268998,0.3200516148731002
2023-07-30,51807345,0.708495860006924,0.29150413999307595
2023-07-25,51681457,0.7258375736346248,0.27416242636537524
2023-08-24,52472493,0.8735415786626075,0.12645842133739255
2023-08-15,52224965,0.8646088720262791,0.13539112797372085
2023-08-18,52288422,0.8259467814411592,0.17405321855884084
2023-08-23,52437692,0.9053420312723401,0.09465796872765982
2023-08-30,52629437,0.8970983192192395,0.10290168078076047
2023-08-18,52282047,0.8157266777758616,0.1842733222241384
2023-08-18,52282313,0.8729067453147645,0.1270932546852355
2023-08-26,52506202,0.8673684371903204,0.13263156280967955
2023-08-26,52514452,0.8112058602855496,0.18879413971445042
2023-09-08,52887526,0.920540285934398,0.07945971406560202
2023-09-02,52728853,0.8802445688881722,0.11975543111182779
2023-08-03,51878970,0.8751705403937636,0.1248294596062364
2023-08-01,51854014,0.7441615987424348,0.25583840125756513
2023-08-18,52285742,0.6647544567350214,0.3352455432649786
2023-07-19,51534377,0.6352633222017814,0.36473667779821856
2023-07-21,51564426,0.7386721272561574,0.2613278727438426
2023-08-05,51968308,0.9176739288441702,0.08232607115582984
2023-07-21,51586130,0.8543458013178841,0.14565419868211596
2023-08-15,52207974,0.8912592271596845,0.10874077284031546
2023-08-10,52097982,0.7437848969095191,0.25621510309048084
2023-08-30,52630674,0.7993435927239029,0.2006564072760971
2023-08-01,51850932,0.7137126862957737,0.2862873137042263
2023-08-29,52601127,0.8830560399029167,0.11694396009708334
2023-09-10,52954767,0.8955590958348156,0.10444090416518433
2023-09-09,52916582,0.7012754189839427,0.2987245810160573
2023-09-02,52724705,0.807886076644344,0.192113923355656
2023-07-22,51612196,0.7322611638051797,0.2677388361948203
2023-08-19,52327215,0.8939311680165792,0.10606883198342075
2023-08-01,51867761,0.9058850614623347,0.0941149385376653
2023-09-03,52747587,0.7420838045917812,0.2579161954082188
2023-07-30,51799428,0.8682890405873636,0.13171095941263647
2023-09-04,52785995,0.6506680595689773,0.34933194043102267
2023-08-28,52591488,0.8556857257341441,0.14431427426585589
2023-09-01,51991990,0.7974269378205132,0.20257306217948684
2023-08-30,52647604,0.8597436053874007,0.14025639461259934
2023-08-09,52065320,0.6762230658984588,0.3237769341015412
2023-09-08,52879148,0.9042510177881934,0.09574898221180664
2023-08-10,52087420,0.849356019702787,0.15064398029721307
2023-08-08,52039715,0.77276867636299,0.22723132363700999
2023-09-02,52725003,0.9150310009705571,0.08496899902944285
2023-07-23,51635297,0.8424711457901557,0.15752885420984436
2023-07-29,51793130,0.7370710026122234,0.2629289973877766
2023-09-17,53130879,0.7671950413270455,0.2328049586729545
2023-08-24,52462952,0.7186540737126126,0.28134592628738736
2023-08-05,51978160,0.7882403089355658,0.21175969106443418
2023-09-17,53135169,0.9060201797956267,0.09397982020437338
2023-07-29,51776796,0.5937769398812502,0.4062230601187498
2023-07-29,51794106,0.8229405518427264,0.1770594481572736
2023-09-12,53001406,0.9266458883021206,0.07335411169787945
2023-09-12,52999081,0.5663679605771961,0.4336320394228039
2023-09-01,52685875,0.7638532234712916,0.23614677652870836
2023-09-07,52849818,0.6717886584833941,0.3282113415166059
2023-08-16,52237965,0.6851929895170867,0.3148070104829133
2023-08-07,52012875,0.8592254996287185,0.14077450037128153
2023-09-11,52978606,0.827830512828112,0.17216948717188793
2023-08-25,52479849,0.825603580644913,0.17439641935508698
2023-08-20,52356325,0.8858623518678743,0.1141376481321257
2023-08-04,51933425,0.690732309059044,0.309267690940956
2023-09-08,52875012,0.8881761245292128,0.11182387547078715
2023-09-11,52981062,0.8680651123441057,0.13193488765589428
2023-08-25,52486416,0.8885914009706278,0.11140859902937213
2023-09-04,52770663,0.8409422245690545,0.15905777543094549
2023-09-11,52977593,0.8541248057941815,0.14587519420581851
2023-09-14,53050272,0.7014506026726653,0.29854939732733465
2023-08-20,52347098,0.8709393292378622,0.12906067076213773
2023-09-04,52786678,0.8153675935686389,0.18463240643136114
2023-07-26,51715242,0.8249997063389176,0.17500029366108233
2023-08-20,52357553,0.8499523211914397,0.15004767880856024
2023-09-01,52703956,0.9032784657262389,0.09672153427376111
2023-08-03,51923898,0.8147984131450763,0.18520158685492372
2023-09-06,52824800,0.6444977492395534,0.35550225076044656
2023-08-04,51928987,0.9132192621497431,0.0867807378502569
2023-08-05,51972334,0.8322295371914379,0.16777046280856206
2023-09-11,52972365,0.7066161902259862,0.29338380977401374
2023-08-27,52557052,0.8305619815454443,0.16943801845455578
2023-08-24,52472900,0.7245104463758596,0.2754895536241404
2023-07-23,51631742,0.8519962845754633,0.14800371542453675
2023-09-13,53031443,0.9045303483694305,0.09546965163056952
2023-08-23,52436848,0.7698456814535393,0.2301543185464608
2023-07-24,51663697,0.573995656565542,0.426004343434458
